object,deltaT,deltaRV,uncertRV
HIP102719,1473.9235033980003,0.2750757655333853,0.6193793069574435
HIP102719,14.927908158999344,0.7641681463354432,0.6516566291060373
HIP102719,27.863324509999075,0.6250021106328294,0.520514525971029
HIP104305,1475.7415000000037,-2.980000000000004,3.9417570474207047
HIP104305,4.972999999998137,1.0600000000000023,3.9367627578303597
HIP105148,4050.921404741006,-1.722830757981244,0.9673734768132707
HIP107962,1390.0008630490047,2.666988042908783,2.7816712611769008
HIP107962,55.00660283299658,-0.4078065361141867,1.6589172824664855
HIP108402,679.0988359350013,-13.62471691111822,12.215257992138277
HIP108402,0.0016679660038789734,2.638925836945619,15.542681020266647
HIP108402,0.0038741719981771894,0.40388289732378624,14.724671712701412
HIP108402,0.0022485709996544756,0.9683844381021629,13.314536317291456
HIP108402,0.0048214749986073,-1.3506448892815364,13.419351328286227
HIP108402,0.0013722229996346869,1.326537119923799,13.40118665654653
HIP108402,24.95034843400208,-13.712597493998066,13.586064882364646
HIP108402,9.065619960892946E-4,25.771650294093995,13.594131529290186
HIP115551,1445.003584263999,0.7991124046336435,0.7592572427095919
HIP115551,48.88905364200036,-0.011286205081132428,0.7181478842047714
HIP12055,1438.004735126,1.72786478409801,2.4244343661114476
HIP12055,48.949882900000375,1.148005376550195,1.557432272175708
HIP13910,1495.9287160970052,3.462683033708032,3.164596072449199
HIP13910,9.869787730996904,-0.3615050720351256,3.3561250611845233
HIP17527,0.002257822998217307,0.055977223769939854,1.594162009633738
HIP17527,22.996172077000665,-2.0830751980227546E-5,1.7850013740383763
HIP17527,0.0014287119993241504,-0.2578897266497453,2.156550211723983
HIP17527,1064.114186111001,0.2950222868796173,1.9661749873641532
HIP17527,0.8491294589985046,1.2176997893053034,1.961689445485902
HIP17527,0.0036125900005572475,-0.4753174842278014,2.1167201316312534
HIP17543,3293.872031838997,4.363627780435518,3.3614108205751645
HIP17588,1432.9256931960044,3.4379339225791163,3.6163328242066815
HIP17588,3.0255518769990886,-3.3088496779853855,3.473528987508161
HIP17588,2.0620537279974087,0.292639806608074,2.1015782036451083
HIP17664,1390.050214187002,8.188990572292784,3.4846934345050364
HIP17664,41.97084539500065,-1.3366040784943953,3.7859466703143405
HIP17862,1431.194417259001,-1.4309948082183555,1.4663587336642594
HIP17862,3.8941757130014594,0.8251153461763217,1.2287520928335254
HIP19720,1408.1809058020008,2.794823458316202,2.13586218256026
HIP19720,6.063815506997344,-1.5398164876676326,2.696195005595183
HIP20884,0.0015154000066104345,0.06838773434036227,2.3094533236372037
HIP20884,143.81400073999976,-8.461973674728917,2.157526739081177
HIP20884,61.829729189994396,-5.79156201536188,2.4672073519981303
HIP20884,216.17163700300443,7.240175852064713,5.6809984322559295
HIP20884,102.84584493299917,-2.7636480663817338,5.845123425378565
HIP20884,209.33863954399567,-4.356879223746942,4.466224041633005
HIP20884,33.92513204400166,9.871166738431468,4.0016942751148346
HIP20884,0.0014722269988851622,-0.2477303307064389,1.8845916202145878
HIP20884,50.85055050200026,0.5894173426826192,2.8614231577334874
HIP20884,0.002289194002514705,1.6628860286181322,4.533770865615008
HIP20884,281.15157342800376,-7.201195397705607,4.392309203812812
HIP20884,1.0016564549951,-4.34990916736764,6.267571724787116
HIP20884,0.001551990004372783,0.07102546286635913,8.194855039771642
HIP20884,19.004585183996824,4.115508445313525,6.7525186888642565
HIP20884,53.92245247300161,-4.8876475095828695,5.036012130228815
HIP20884,0.0011474299972178414,0.06788143297487892,5.103772150974749
HIP20884,45.985637479003344,6.730093025242933,4.341056548917609
HIP20884,4.8039203219959745,-0.2954350116851039,2.839873178135324
HIP20884,1.0874280620046193,-3.58888082177139,3.9860509378214877
HIP20884,0.0015955049966578372,0.02070851126000406,5.2463428690775595
HIP20884,311.0941919640027,3.939479679917291,4.1539705073978235
HIP20884,0.00207933499768842,-0.09312075635970274,2.682935790047365
HIP20884,21.063236702000722,1.49092109689812,4.311373879219295
HIP20884,0.002135814997018315,0.15460897351717762,5.517409625326792
HIP20884,9.901093384003616,-0.30964361996711887,4.046760672645395
HIP20884,0.001190844996017404,0.14816160197055694,1.4657614357150326
HIP20884,22.84570590400108,-13.273804988091923,9.154256110202512
HIP20884,0.05758040900400374,9.204137729350085,9.27365548358965
HIP20884,2.0016770219954196,5.491431017615284,2.49798068272241
HIP20884,0.0016257200040854514,-0.1860411421930337,2.1432351459035215
HIP20884,12.04772045899881,-1.4980193732623306,1.9271570070872701
HIP20884,0.0016394959966419265,0.10434763848439843,2.010427873167137
HIP20884,14.918166300005396,-1.7377181387904592,1.8449844210142254
HIP20884,563.2976623229988,-4.974282619810333,2.5416628125102716
HIP20884,100.87015189199883,4.937537087998349,2.7040945715640117
HIP20884,0.06196623999858275,0.6320646932609932,1.7977919375527107
HIP20884,378.0126949350015,0.13507725958012884,1.4251985150161082
HIP20884,0.0016514239978278056,0.0267698982147202,1.3257354841196713
HIP20884,30.77435431300546,-3.686891538561774,2.541203106888265
HIP20884,302.05095961799816,-1.0362814505836955,3.7106293435080397
HIP21024,2517.86852027,-1.1463149451779113,2.3863152194062476
HIP21251,1423.075866731997,3.7817315564591247,8.073968922525134
HIP22112,111.79155201999674,0.7263597387044136,5.20374467588268
HIP22370,1371.2728952489997,-80.70633621059615,13.52053755802728
HIP22370,1.004134269001952,20.31835155364689,10.10332259034301
HIP22370,28.941995909997786,-3.6003272148550103,7.854301865171508
HIP23201,1426.1112801060008,2.573625232670274,4.836016611645077
HIP23201,4.996047273998556,1.028231003749685,12.200140916027477
HIP24092,1408.1778396490045,1.8211648950545012,1.4730766916145792
HIP24092,7.957404500994016,-1.27864975973403,1.4793819203803422
HIP25453,1396.1545673040018,1.6462202971946525,2.257494675079358
HIP25998,1369.2488428389988,7.9024421724482625,2.8028718547176874
HIP25998,38.92175424400193,3.086552126168762,1.1283832231020317
HIP25998,7.948989964999782,-0.5602012396896043,1.262865620993072
HIP26966,0.11052264000318246,-0.13668680741380967,1.8772666462541039
HIP26966,4.899641509997309,-0.10705839960430907,1.7247227346560954
HIP26966,0.10762537000118755,-0.16571603154802972,1.4786232442633287
HIP26966,0.8821188099973369,0.08195416474561057,1.3154543385343216
HIP26966,0.1044786800048314,-0.017673153848392076,1.3676745140267064
HIP26966,7.8792777199996635,-0.2495980142013252,1.2197045966572484
HIP26966,0.11025190999498591,0.12321312705174847,1.376125413365531
HIP26966,0.8930541900044773,0.28969032311243836,1.3411241919546735
HIP26966,0.10791451000113739,-0.023219942404260507,1.2398023150729036
HIP26966,41.875084429993876,0.12414964119211902,1.4180965632016918
HIP26966,0.9886490400022012,-0.039798983534495846,1.4964606923150485
HIP26966,15.037295039997844,0.1444722630740678,1.5493009710115853
HIP26966,0.9671421800012467,-0.10206727044127106,1.7385026349995603
HIP26966,0.001534000002720859,0.03905036308811205,1.8818973001024972
HIP26966,1268.214190339997,-1.8843906043925607,2.0122475267421733
HIP26966,0.1455111500035855,0.5272485728914305,2.115118503244953
HIP26966,132.50169913998252,-0.6418659348086635,1.6456398042229745
HIP26966,0.06521539995446801,0.8249212696692183,1.1497689755633946
HIP26966,0.009259100072085857,0.3053179961977257,1.3875669325220137
HIP26966,0.9213994001038373,-0.19038199159908942,1.4085026878491451
HIP26966,0.010995300021022558,0.3667530466125477,2.026022883857054
HIP26966,0.0665460997261107,-0.23407885568006392,2.1133701913384244
HIP26966,0.009258400183171034,-0.10952830008951508,1.5953208514305108
HIP26966,0.9156788997352123,-0.4870086163214786,1.2504060567364654
HIP26966,0.0857343003153801,0.322610123807177,0.9927897132796671
HIP26966,0.9322106000036001,-0.18410932262505142,1.0658048712869324
HIP26966,19.21338785989792,-0.16312116025548917,1.5582002564247217
HIP26966,1.9661994500056608,-0.27869703166308923,1.817446025485915
HIP26966,0.03003381999587873,-0.18263600469083485,1.9105733637857907
HIP26966,0.957541100004164,0.22448398885127574,2.021917047496445
HIP26966,0.03978800999902887,0.13386421360479517,1.9433527051612371
HIP26966,969.0739520269999,8.987242268443296,4.672585873960191
HIP29635,657.207785122002,-6.560556458900551,1.9292535630460679
HIP29635,108.69366459699813,-2.3683871820558,2.568769392233071
HIP29635,403.9585302390042,-2.4329874175142923,3.318564529210962
HIP29635,0.0017122889985330403,-0.07946817951369489,3.6394803712597357
HIP29635,255.32756622799934,4.24311590572511,3.157063698037469
HIP29635,0.0018054760002996773,0.10905605497963577,2.7942071904175605
HIP29635,36.73109935600223,5.431841763683776,2.925800264773275
HIP29635,0.0019403249971219338,0.04749550403186831,3.0158857349112465
HIP29635,0.0014722299965796992,-0.002575114310566562,3.0415016857304558
HIP29635,621.2392640780017,-4.1577329334451605,2.28736021144962
HIP29635,0.0012601720009115525,-0.04811086868972758,1.0994659567347773
HIP29635,40.874697977000324,7.608742183951259,1.9888508439920864
HIP29635,0.0017481870017945766,-0.21454021632425935,2.523621399031619
HIP29635,10.180161805998068,-6.525064354813345,3.03272129992031
HIP29635,72.72168289100227,-1.5072263940369837,3.188219625499737
HIP29635,3.0033277010006714,2.201398389693683,2.803506795595413
HIP29635,0.9716670399939176,-2.4992261509993767,3.0832032229985082
HIP29635,994.0911346020002,8.850193110822492,2.7318949284292873
HIP30672,1425.2644176500035,0.7790738231060317,1.9547778330445376
HIP30672,46.98322877299506,0.19598719225699668,1.7532204481037315
HIP32677,0.006258187000639737,-0.8018977494764812,1.8019604966090046
HIP32677,0.00291773299977649,-0.09127823431568505,1.1330600961607233
HIP32677,1472.1545446840028,90.99949961719776,1.543964524932596
HIP32677,20.0028563320011,-2.8939791041636767,1.7505154726082213
HIP32731,0.005651653998938855,0.010630448793754965,1.9174112729469839
HIP32731,1492.1132196909966,0.17888127495053396,1.663848058318901
HIP33998,1841.9429275349976,-1.1680761906538422,2.6060835032369725
HIP33998,69.76127640999766,-0.04644125349786776,2.2675043726968043
HIP33998,0.0038717480056220666,-1.0349639486160953,1.2178259536112521
HIP33998,0.002432156994473189,-0.09712590195484339,1.1864861053441025
HIP33998,0.0024880640048650093,0.09720492742513542,1.1865001145212537
HIP33998,0.003067279998504091,-1.7160923060167725,2.021799622417116
HIP33998,0.0024499819992342964,0.08673186990338522,2.655307519753048
HIP33998,0.0022864260026835836,-0.016739063647779773,2.6827697837251314
HIP33998,0.0024558849981985986,-0.19203872036480263,2.683224910947321
HIP33998,0.002493159998266492,0.025620601154159317,2.678074242611566
HIP33998,0.9771591969984001,3.5229930245376764,1.9995434636825506
HIP33998,0.002814243998727761,-0.13246749201802288,1.0201494145054886
HIP33998,0.003314059002150316,-2.55898433222675,1.9593654405981644
HIP33998,0.0033862909986055456,0.02280813613232624,2.5397369948937345
HIP33998,0.0027987370049231686,-0.09518168474309618,2.5959753392468006
HIP33998,0.002782878997095395,-1.8107407486123854,3.423542044931376
HIP33998,0.002497089997632429,-0.05398023660202966,4.074048666554815
HIP33998,0.002184684002713766,0.0824495196554551,4.062493772015556
HIP33998,0.002039874998445157,-0.09665356414448212,4.072468145522736
HIP33998,3.998659035998571,6.235886910353241,3.2497154722870167
HIP33998,0.002385160005360376,-0.12859260323287813,1.926412008085987
HIP33998,0.0021556249994318932,0.9879586216934122,1.8605989189785637
HIP33998,0.0020256369971320964,0.042528753684823783,1.929784306720402
HIP33998,0.0020636039989767596,0.029112228690525654,1.9859993688822415
HIP33998,0.00201649300288409,-0.0899689309141749,1.9502298289073614
HIP33998,0.002162457996746525,0.5499323783409267,1.6846573519250783
HIP33998,0.9903525940026157,-2.7125870127418636,1.6355891747015145
HIP33998,0.0023816879984224215,-0.006393091115164395,1.7918538870423746
HIP33998,0.0021869949996471405,0.06833445111085368,1.8595138606955526
HIP33998,0.0020299220050219446,0.07097108093415017,2.047762091728121
HIP33998,0.0020537649979814887,0.0428081934313127,2.246553467030085
HIP33998,0.0020254069968359545,-0.47363254102617347,1.965134016056414
HIP33998,0.0021463670054799877,0.29212847951371046,1.904933602146334
HIP33998,1.993384060995595,-0.01663629346479567,2.217461776874955
HIP33998,0.002372774004470557,-0.37503708972817407,2.3233296355321635
HIP33998,0.002163615994504653,-0.7074168529109066,3.3744113704555927
HIP33998,0.0020010950029245578,-0.002274408455193111,4.1052032159376415
HIP33998,0.002046588000666816,-0.1874847957532353,4.228901674206749
HIP33998,0.0020156829996267334,0.19355730304242158,4.227747655675235
HIP33998,0.002162801996746566,0.00965885223341445,4.101770269800604
HIP33998,0.955756775001646,2.6748411609464,3.004929641060723
HIP33998,0.0023452250025002286,-0.07431514202084344,1.2046734075911507
HIP33998,0.0021850259945495054,0.11531642439589618,1.1812645846805323
HIP33998,0.0020239030054653995,0.11999165361442365,1.5060068009500622
HIP33998,0.002049597998848185,-0.03395376063580713,1.8510611939056303
HIP33998,0.0020191549992887303,-0.05514938890934573,1.8901594383289337
HIP33998,0.0021393049973994493,0.004864934654975173,1.9179820252117745
HIP33998,2.977164805000939,-1.0514570516822026,1.8912148305646141
HIP33998,0.0023683760009589605,-0.19707797594520216,1.6923624748619812
HIP33998,0.002227969001978636,-0.06911487153343643,1.4968064341224772
HIP33998,0.002013946999795735,-1.2435677600318336,2.2851014283486015
HIP33998,0.002082701998006087,-0.06178716498150294,2.852344885618212
HIP33998,0.002051565003057476,0.04585313148275816,2.847327909577719
HIP33998,0.0021938229983788915,-0.03639149087150173,2.847699620776598
HIP33998,0.9876238209981238,2.244949669403706,2.380948579103351
HIP33998,0.0023797169997124,-0.3022524102822466,1.7555284783638145
HIP33998,0.002163147000828758,-0.2642861139668504,1.3878131714796413
HIP33998,0.001987900999665726,-0.006936937141304611,0.9724854077824336
HIP33998,0.0020771449999301694,-0.0042584691939389074,0.9681180739460346
HIP33998,0.0020344330041552894,-0.01923377804678239,0.9652794607535508
HIP33998,0.0021717139970860444,1.6184407784436416E-4,0.963779817869568
HIP33998,0.9888681629963685,-0.9414203800841712,2.0626732749950536
HIP33998,0.002363165003771428,-0.27933396295497914,2.5349201148890574
HIP33998,0.002175763002014719,-0.6596780599369296,2.573504108919148
HIP33998,0.002023898996412754,0.0072417536562809914,2.828159743122434
HIP33998,0.0020964750001439825,0.032868542935716505,2.8551366204513142
HIP33998,0.0020352430001366884,-0.0321076086092873,2.855592928994223
HIP33998,0.002178658003685996,0.362167734290356,2.688251655439276
HIP33998,23.98617689299863,2.0294566422919935,2.2130515743704446
HIP33998,0.002230168000096455,0.07742699155665633,1.9568414413872608
HIP33998,1.0009885399995255,0.458178558200089,1.659504961753522
HIP33998,0.0031241100004990585,0.17884730702135698,0.9012835902270264
HIP33998,0.00306750900199404,0.06956813203204959,0.6919185620607416
HIP33998,0.0029039539949735627,0.03535682627848047,0.795803796053755
HIP33998,0.002742942000622861,2.1792239149153048,1.4257467175709027
HIP33998,0.0024866719977580942,0.10770770024119969,1.9445606064430192
HIP33998,0.002323927001270931,-0.1605462606837591,1.9250325127607928
HIP33998,0.002886244001274463,0.10661524987445503,1.8557164663808454
HIP33998,338.9778471910031,-3.982223922326284,1.6335719163144344
HIP33998,0.0028630819942918606,-0.06364346400277299,1.283960515323479
HIP33998,0.0028964190059923567,0.8080197334008083,1.3135820620785887
HIP33998,0.0025675719953142107,0.17127111010877272,1.3612106359366485
HIP33998,0.002535279003495816,-0.02054499192727377,1.363652212754459
HIP33998,0.0024594610003987327,-0.8148180326912886,1.2332995096534056
HIP33998,0.002796062995912507,0.05573102532226315,1.1326247281266795
HIP37697,1352.290040052998,2.351841690073435,2.8417073357838523
HIP37697,5.983846877999895,-0.19283093563551645,1.6634781165064287
HIP37697,5.000925049003854,0.5377163711279067,2.5011390949241084
HIP38779,0.003300288997706957,0.012684756777275652,2.2989983863797483
HIP38779,1386.057593231999,1.2129206181494503,5.137594642227577
HIP38779,10.988725654002337,0.8422350015446511,7.251200347162467
HIP40594,1358.2769462350043,-2.17498983374508,3.486464524167796
HIP43643,1369.2528089670013,2.05334327693385,4.507723187058384
HIP45585,0.11160731999552809,-0.018449774008718833,0.7266345971020672
HIP45585,0.12163716000213753,0.1498926987148792,0.7156784550300864
HIP45585,4.777339020001818,-0.14626334271928698,0.9803664677577149
HIP45585,0.1128260199984652,-0.18309523873311662,0.8083479449866404
HIP45585,0.13578876000246964,-0.0697783812004591,0.5915211848040249
HIP45585,0.7474419099962688,0.5047098145950972,1.4088372862735017
HIP45585,0.14698093000333756,-0.8075437768619977,1.4525314753836538
HIP45585,0.07088087999727577,0.5651905686212473,0.7665599981656632
HIP45585,7.7742794299992966,-0.06070430619168832,1.2854209029153476
HIP45585,0.160170859999198,-0.39832373222681383,1.1860412506897529
HIP45585,0.08609167000395246,0.04146791065746669,0.432978861964657
HIP45585,0.7547434399966733,0.04780521736375398,0.5301566430633362
HIP45585,0.14997505000064848,0.6073267516909233,0.934122919558339
HIP45585,0.08840741000312846,-0.48717894864494404,0.9482987447167681
HIP45585,41.76908553999965,0.7789549579744968,1.4547873120197574
HIP45585,1.0963262599980226,-1.3207599369408882,1.4517957077568402
HIP45585,0.05367264000233263,0.7502697126177793,0.5592217391278945
HIP45585,5.954226709996874,0.2439429198406451,1.280314257787203
HIP45585,0.9843058499973267,-0.16616925734055066,1.3155596456571559
HIP45585,0.040865570001187734,0.3488024292464136,0.8195892901338279
HIP45585,7.952509740003734,-0.8625248922811313,0.8595075083298424
HIP45585,0.0023547599994344637,0.17201102764700948,0.7242374933762986
HIP45585,0.9501198299985845,0.37804040909744074,0.8406886656892967
HIP45585,0.0018122499968740158,0.03238215121321808,0.9028880687960019
HIP45585,0.06578013000398641,-0.009560740088227604,1.305488170871321
HIP45585,0.0022732700017513707,0.1102911424544537,1.5795083041817328
HIP45585,0.0016873599961400032,0.07297851001984768,1.3799579378974478
HIP45585,2180.835336933,2.81690293918032,3.162657441981061
HIP45585,0.003469055001914967,0.010550406862254391,4.298867069882317
HIP45585,0.0026527800000621937,0.3503558223172192,4.3310534011564625
HIP51491,0.001968910000869073,0.1460817072330869,6.904226870031445
HIP51491,8.010000019567087E-4,-0.04108320512163921,6.943694887834772
HIP51491,63.7834760899932,-5.3448231529220775,6.261550825014131
HIP51843,1509.9951853890016,0.4546473859192677,1.1561057011417992
HIP51843,28.899711837999348,0.552411001570154,1.6757289618161337
HIP52160,1816.1462751599975,-12.62004975115677,4.120499966342432
HIP52160,0.036375819996465,-0.5927291863581132,1.370273856631277
HIP52160,0.04127670000161743,0.2644283050995213,1.1524846172930407
HIP52160,0.8903698100039037,-0.21637964761533013,1.6846206956537115
HIP52160,0.026234769997245166,-0.005887958131253868,1.8093400114547915
HIP52160,0.059329819996492006,0.10567267291214577,1.482221953000614
HIP52160,0.9130100900001707,-0.4085329917029341,1.3023480791046476
HIP52160,0.055661520003923215,0.3158761730670605,1.3311142600156753
HIP52160,0.9038276200008113,-0.030593578107811936,1.509264086636191
HIP52160,0.12309046999871498,-0.0985592264280939,1.3182454287951362
HIP52688,972.2067236369985,10.038692190396208,2.890067908550168
HIP52688,723.9688417849975,-4.4455241501065,3.8028805605025435
HIP52688,0.0014031329992576502,0.10318657939293807,4.836744907621681
HIP52688,26.09891511400201,3.0708754424771456,3.6433778279449482
HIP52688,0.001497470002504997,0.07963233871082487,1.9173534214601202
HIP52688,0.8371322299935855,-0.769903407537786,2.1401840697979693
HIP52688,0.001575718000822235,-0.17045025187604423,2.130219000570716
HIP52688,0.05480309600534383,-0.36363259877958853,1.7234044136474584
HIP52688,0.001346298995485995,0.3375422035239932,1.6319305267489614
HIP52688,23.974379261999275,-0.2079748297332351,2.3645853945712765
HIP52688,0.0015518729996983893,-0.12804291563709036,2.8993859889818125
HIP56379,1835.0857420600005,-6.055224159995815,8.816913764209866
HIP56379,7.038799958536401E-4,0.3170078118258406,10.241540470679723
HIP56379,66.8629612299992,-1.005833315754252,9.187107595735792
HIP56379,1112.9405869750044,0.5825984711298382,7.741133101445483
HIP56379,0.004449423999176361,0.30033127275667937,7.288479019981024
HIP56943,1517.857659827001,2.3790064412736855,1.9295709236043184
HIP57451,30.11043921000237,-4.44383994431076,5.610370234121751
HIP57451,717.1557417859949,0.29613028423242227,5.026991069613478
HIP57451,61.84975141299947,0.9468254323406811,4.269352723285276
HIP57451,30.79068231600104,-4.003543605295894,6.8859974875771295
HIP57451,0.0013604089981527068,0.05119329237300718,9.125170828572006
HIP57451,246.16583486600575,5.092355450125526,6.495824322385436
HIP57451,341.0165525639968,0.7111079406142196,1.3858596021181608
HIP57451,0.013323835999472067,-1.81714873285582,2.7090423050716606
HIP57451,0.003048758997465484,0.16324867803602316,3.5756112455748505
HIP57451,934.7765155400048,2.974223385544967,4.084683855746675
HIP57451,0.0016901830022106878,0.310889188061072,4.545931860408242
HIP57451,175.13675339099427,-3.218578536603811,3.6158535907236904
HIP57451,0.0017606860055821016,-0.08882117046162818,2.8371539269827366
HIP57451,65.19114696999895,6.012592297829965,5.2538964242645925
HIP57451,0.0015966709979693405,-0.17964721841060438,6.564846209582957
HIP57451,11.877194471999246,-8.908485583075137,7.301887962193629
HIP57451,147.79498993900052,3.9835141111479118,5.821678738139303
HIP57451,0.0016706359965610318,-0.10632373130080808,1.9036683395934322
HIP58720,0.002491751998604741,0.06255555851530836,6.875081455113008
HIP58720,0.0023822520015528426,-0.005141372172795755,6.834855691584704
HIP58720,0.0019201769973733462,0.13138232742834965,6.781762405125741
HIP58720,0.0019318690028740093,0.023905214804978314,6.7202145390649095
HIP58720,0.0019312820004415698,-2.0074665087086405,6.428654828468372
HIP58720,0.0019311750002088957,0.40301275999483366,6.12977130137736
HIP58720,0.0019311729993205518,-0.3180512686789605,6.105737293647582
HIP58720,587.3959964960013,5.151930075288947,4.438265513293443
HIP58720,289.9770584539947,1.1080516427012501,1.7738423001999135
HIP58720,114.89059070000076,-1.9729909402528651,1.825620923145301
HIP58720,0.0016091580037027597,-0.5650237173179544,1.6636683117158053
HIP58720,1013.1226027059965,0.8764132439390817,1.6033277010632037
HIP58720,0.0018627730023581535,0.09169068185932616,1.5411569812379935
HIP58720,21.789963196002645,-0.04441475867579214,2.4441670131924096
HIP58720,9.890376370996819,-0.4595540383537422,2.2609538742949025
HIP58720,338.2854552790013,-2.516577078963355,3.1194964849650644
HIP58720,0.001934662002895493,-0.1313825385873315,4.391432139048513
HIP58720,379.78052704699803,3.4089154350892823,3.528244948096582
HIP58720,1.029013824998401,1.2535584084576303,2.1776316126599644
HIP58720,366.06313510199834,0.36098995916845666,2.1278849317472357
HIP58720,0.002026554000622127,-0.19547210242623692,2.161745504995351
HIP58720,0.002188719001424033,0.24812495784077626,2.2017735091237625
HIP58720,0.0023765820005792193,0.9231639645917475,3.0194314969495006
HIP58720,0.002286643997649662,0.01081480698525894,3.6348355624198554
HIP58720,0.001910571998450905,-0.16710862238918267,3.5730133988221513
HIP58720,0.001692499005002901,0.039024234312634576,3.503366232370825
HIP58720,0.0019070999987889081,-0.03813525553676911,3.5033336221372107
HIP59896,1751.1820000000007,1.0550000000000002,3.860447570604838
HIP59896,20.918000000005122,-0.23500000000000032,3.8408745627418517
HIP59898,456.878428805001,6.478505253001878,2.5685417736559266
HIP59898,0.0030516560000251047,0.9101205587770806,1.9775682160660089
HIP59898,271.0754950679984,2.575162147458826,1.943429098652231
HIP59898,1.0354904730047565,0.6947595622119991,2.2362437150840875
